user_id,segment,predicted_uplift
U300000,lapsed,0.26151261183603186
U300001,lapsed,0.2617632717273365
U300002,lapsed,0.2582547679670765
U300003,new,0.22759105381186867
U300004,lapsed,0.26228906941907176
U300005,high_frequency,0.02891733760385995
U300006,active,0.08367014915155169
U300007,new,0.23196342468830272
U300008,high_frequency,0.030926665479670268
U300009,lapsed,0.25807275065022584
U300010,new,0.23196342468830272
U300011,lapsed,0.2639252762368399
U300012,high_frequency,0.02945129865296303
U300013,active,0.08355061506908323
U300014,high_frequency,0.029458826206618105
U300015,lapsed,0.26257031192254804
U300016,active,0.08369152730758678
U300017,new,0.23071458292338445
U300018,high_frequency,0.030256126359079483
U300019,active,0.08331057120194474
U300020,active,0.08356148714634082
U300021,lapsed,0.2572335985509402
U300022,active,0.08380726498322422
U300023,new,0.23196342468830272
U300024,active,0.08407733479165991
U300025,active,0.08342914842471127
U300026,lapsed,0.2613370224288255
U300027,lapsed,0.2646943161555474
U300028,active,0.08341966789649757
U300029,new,0.23196342468830272
U300030,lapsed,0.2607699502682421
U300031,new,0.23196342468830272
U300032,lapsed,0.26178511918222575
U300033,active,0.08396395577932703
U300034,lapsed,0.26271906318711924
U300035,active,0.08309310347234244
U300036,active,0.08360042626980158
U300037,new,0.22759105381186867
U300038,lapsed,0.2621613605364568
U300039,active,0.08419078139993952
U300040,new,0.23196342468830272
U300041,new,0.23071458292338445
U300042,high_frequency,0.028520858690659012
U300043,lapsed,0.2622979442578022
U300044,lapsed,0.2606729469078156
U300045,active,0.0834561910498236
U300046,high_frequency,0.030355542565301596
U300047,active,0.0835443953795777
U300048,lapsed,0.26739824541170576
U300049,new,0.23196342468830272
U300050,lapsed,0.26027650626091786
U300051,high_frequency,0.03012350207404524
U300052,lapsed,0.2562709319834415
U300053,new,0.23071458292338445
U300054,lapsed,0.26174619244643144
U300055,active,0.08358806453355094
U300056,high_frequency,0.029051750096312112
U300057,new,0.23071458292338445
U300058,new,0.23071458292338445
U300059,new,0.23071458292338445
U300060,active,0.08379675777425377
U300061,high_frequency,0.02928602281131687
U300062,lapsed,0.2567783284072409
U300063,lapsed,0.26049316810875556
U300064,new,0.23071458292338445
U300065,new,0.23196342468830272
U300066,active,0.08296628242852
U300067,lapsed,0.26330323843588277
U300068,lapsed,0.2653953412213382
U300069,lapsed,0.2664867407116368
U300070,active,0.08357079352393715
U300071,new,0.23196342468830272
U300072,active,0.08354750586726234
U300073,active,0.08321159843391845
U300074,lapsed,0.26247952825401033
U300075,high_frequency,0.028920694010264425
U300076,high_frequency,0.029985873982078193
U300077,new,0.23071458292338445
U300078,lapsed,0.2628685614664845
U300079,new,0.23196342468830272
U300080,new,0.23196342468830272
U300081,lapsed,0.2622849731284278
U300082,active,0.08308322683929237
U300083,high_frequency,0.029184499645771855
U300084,lapsed,0.2626351539717574
U300085,lapsed,0.2610296004737425
U300086,lapsed,0.2642859933426355
U300087,high_frequency,0.02928602281131687
U300088,high_frequency,0.029990937003138596
U300089,new,0.23196342468830272
U300090,high_frequency,0.029954344101715158
U300091,active,0.08329452660565928
U300092,active,0.08347191149011213
U300093,high_frequency,0.02945129865296303
U300094,high_frequency,0.02981680460921088
U300095,lapsed,0.2602176811454851
U300096,lapsed,0.2588164940785728
U300097,new,0.23071458292338445
U300098,active,0.08356148714634082
U300099,high_frequency,0.02968271636452058
U300100,high_frequency,0.030798919251162293
U300101,active,0.08391223972823014
U300102,lapsed,0.2631975313652205
U300103,new,0.23196342468830272
U300104,lapsed,0.262133407588334
U300105,active,0.08355838244664582
U300106,new,0.23196342468830272
U300107,new,0.23196342468830272
U300108,lapsed,0.2552619872829178
U300109,active,0.08317883684430072
U300110,lapsed,0.26664872238872817
U300111,active,0.08356459055925669
U300112,lapsed,0.26263314641219904
U300113,active,0.08371915537120167
U300114,lapsed,0.26139990731296786
U300115,new,0.22759105381186867
U300116,lapsed,0.26670043000196736
U300117,lapsed,0.25780858750232144
U300118,new,0.23196342468830272
U300119,lapsed,0.26269798567808433
U300120,lapsed,0.264052825843991
U300121,high_frequency,0.029284340767163797
U300122,new,0.23196342468830272
U300123,active,0.08319185617377223
U300124,high_frequency,0.029823550767518747
U300125,high_frequency,0.029185388819804703
U300126,lapsed,0.2637111019495557
U300127,active,0.08347819070124207
U300128,lapsed,0.2584655396167287
U300129,active,0.08295291948927519
U300130,active,0.08343072739454005
U300131,lapsed,0.2655227425248913
U300132,high_frequency,0.029853377397188186
U300133,new,0.23071458292338445
U300134,lapsed,0.2618629697422049
U300135,high_frequency,0.02892405049263269
U300136,active,0.0833332277183032
U300137,active,0.08440319513513717
U300138,lapsed,0.25761764209729193
U300139,new,0.22759105381186867
U300140,high_frequency,0.029555449025301828
U300141,active,0.08330736482261925
U300142,lapsed,0.26494231728048667
U300143,lapsed,0.2628555953709637
U300144,new,0.22759105381186867
U300145,new,0.22759105381186867
U300146,active,0.08333482593327524
U300147,lapsed,0.26238673112547684
U300148,active,0.08330094825365275
U300149,active,0.08309639317117479
U300150,new,0.23196342468830272
U300151,active,0.08378773889816904
U300152,high_frequency,0.030256126359079483
U300153,new,0.23071458292338445
U300154,lapsed,0.260685931106455
U300155,active,0.08358032797834425
U300156,high_frequency,0.029990044320556075
U300157,high_frequency,0.02914726052027461
U300158,active,0.08330094825365275
U300159,high_frequency,0.029455458936417434
U300160,active,0.08360197003660197
U300161,lapsed,0.264461222254183
U300162,active,0.0839383048434883
U300163,active,0.08358961087830341
U300164,new,0.23196342468830272
U300165,active,0.08356148714634082
U300166,active,0.08414868333314851
U300167,new,0.22759105381186867
U300168,new,0.23071458292338445
U300169,new,0.23196342468830272
U300170,high_frequency,0.029187861778183333
U300171,active,0.08406580720033818
U300172,high_frequency,0.02915398333606256
U300173,active,0.08343861744982106
U300174,lapsed,0.26153169675068333
U300175,active,0.08395299905616238
U300176,lapsed,0.2644045664396689
U300177,active,0.08395153111107001
U300178,high_frequency,0.029818491130710778
U300179,active,0.08321322059095682
U300180,new,0.23196342468830272
U300181,active,0.08308157963498397
U300182,new,0.23071458292338445
U300183,active,0.08394124630988209
U300184,active,0.08308322683929237
U300185,lapsed,0.2596290348900125
U300186,high_frequency,0.029985873982078193
U300187,new,0.23071458292338445
U300188,lapsed,0.2633141938303662
U300189,high_frequency,0.029017012176674517
U300190,lapsed,0.2569351891847772
U300191,active,0.08356459055925669
U300192,active,0.08429380090453131
U300193,high_frequency,0.028883518004450215
U300194,active,0.08381326193716632
U300195,lapsed,0.2631926755847894
U300196,active,0.08332018271678132
U300197,lapsed,0.2587515070125971
U300198,lapsed,0.2644414151739448
U300199,lapsed,0.26260235212267674
U300200,active,0.08346719871926589
U300201,active,0.08383971159863146
U300202,new,0.23071458292338445
U300203,lapsed,0.2540834573817731
U300204,new,0.23196342468830272
U300205,active,0.0835630390136588
U300206,lapsed,0.26147367839584607
U300207,active,0.08346562715531136
U300208,active,0.08329773806442975
U300209,active,0.083455449731075
U300210,active,0.08342440959814412
U300211,lapsed,0.26486263510482266
U300212,active,0.08309310347234244
U300213,active,0.0838382186142882
U300214,high_frequency,0.03012350207404524
U300215,active,0.08402720465333602
U300216,active,0.08500739621296738
U300217,high_frequency,0.029054221008190773
U300218,high_frequency,0.029287704871694964
U300219,lapsed,0.2613438934462387
U300220,active,0.08379375278418222
U300221,active,0.08404025090556577
U300222,active,0.08406147890810844
U300223,high_frequency,0.02892237224195926
U300224,new,0.23196342468830272
U300225,high_frequency,0.028883518004450215
U300226,active,0.08395886755501325
U300227,new,0.22759105381186867
U300228,high_frequency,0.028750145696427865
U300229,lapsed,0.26478010225346493
U300230,new,0.23196342468830272
U300231,active,0.0834228293503475
U300232,new,0.23196342468830272
U300233,lapsed,0.2625962490860503
U300234,high_frequency,0.030124297455892846
U300235,active,0.08450111051782372
U300236,active,0.08307333890590185
U300237,new,0.23196342468830272
U300238,new,0.23196342468830272
U300239,new,0.23196342468830272
U300240,lapsed,0.25832865932467364
U300241,active,0.08382397569618427
U300242,active,0.08371995871045901
U300243,active,0.08266933195206683
U300244,active,0.08333482593327524
U300245,lapsed,0.2623607902924218
U300246,active,0.08294623053592565
U300247,active,0.083954466673127
U300248,high_frequency,0.02945714256406573
U300249,high_frequency,0.030529977643373396
U300250,active,0.08360351348104444
U300251,active,0.0832002344885654
U300252,active,0.08317068951034601
U300253,active,0.08403735404476198
U300254,high_frequency,0.03009026822117733
U300255,active,0.08382925385811135
U300256,active,0.08372067407111006
U300257,high_frequency,0.02945377532368676
U300258,lapsed,0.2634519131319432
U300259,new,0.23071458292338445
U300260,active,0.08393977574064004
U300261,high_frequency,0.029148941198326672
U300262,lapsed,0.2654131298021857
U300263,active,0.08381176318735883
U300264,active,0.08359270260131679
U300265,lapsed,0.2641503647610604
U300266,lapsed,0.25719046525312733
U300267,new,0.22759105381186867
U300268,active,0.08402720465333602
U300269,lapsed,0.2640855934689984
U300270,new,0.23071458292338445
U300271,active,0.08355838244664582
U300272,lapsed,0.2663445120929591
U300273,active,0.08331537838889769
U300274,lapsed,0.2633352622133002
U300275,new,0.23071458292338445
U300276,high_frequency,0.02918618070348311
U300277,lapsed,0.2643139033885701
U300278,high_frequency,0.02865735674641634
U300279,active,0.0846208362280535
U300280,active,0.084502448149686
U300281,active,0.08393141117138792
U300282,new,0.23071458292338445
U300283,active,0.08406292200213494
U300284,active,0.08367014915155169
U300285,high_frequency,0.029552080088029453
U300286,new,0.23071458292338445
U300287,new,0.22759105381186867
U300288,lapsed,0.261211331539284
U300289,high_frequency,0.030390492995727825
U300290,active,0.08294121054820414
U300291,high_frequency,0.028788963805384538
U300292,lapsed,0.2613021895268789
U300293,lapsed,0.26403987088217973
U300294,lapsed,0.2624924976911416
U300295,active,0.08381326193716632
U300296,lapsed,0.252637181701235
U300297,lapsed,0.2565831875195421
U300298,high_frequency,0.029317452666006938
U300299,high_frequency,0.02968777296222025
U300300,lapsed,0.25788459903456373
U300301,high_frequency,0.03009026822117733
U300302,new,0.23071458292338445
U300303,new,0.23071458292338445
U300304,active,0.08380126281763667
U300305,new,0.23196342468830272
U300306,lapsed,0.26257031192254804
U300307,new,0.23196342468830272
U300308,high_frequency,0.028783933818262497
U300309,new,0.23196342468830272
U300310,lapsed,0.26086970931712206
U300311,new,0.22759105381186867
U300312,high_frequency,0.02905510946488299
U300313,active,0.0834228293503475
U300314,active,0.08321646395697502
U300315,active,0.08371692068085634
U300316,lapsed,0.26162739756364684
U300317,high_frequency,0.028783933818262497
U300318,lapsed,0.26478495223235143
U300319,new,0.23071458292338445
U300320,active,0.08359424797952708
U300321,active,0.08380276384753882
U300322,active,0.0835443953795777
U300323,high_frequency,0.03025781556099949
U300324,lapsed,0.2599278225096614
U300325,lapsed,0.25746158402928876
U300326,active,0.08355216918773123
U300327,active,0.08358961087830341
U300328,active,0.08391223972823014
U300329,active,0.08318534903349584
U300330,lapsed,0.2612899672375627
U300331,active,0.08304169643963644
U300332,lapsed,0.25897656464862695
U300333,active,0.08305823012341063
U300334,lapsed,0.26214838823391123
U300335,new,0.22759105381186867
U300336,high_frequency,0.029187861778183333
U300337,new,0.23196342468830272
U300338,active,0.08334121561298902
U300339,lapsed,0.26442236914466477
U300340,active,0.08329773806442975
U300341,new,0.23196342468830272
U300342,new,0.22759105381186867
U300343,active,0.08383971159863146
U300344,active,0.08370090568560073
U300345,high_frequency,0.030526596866604083
U300346,lapsed,0.2586995158751675
U300347,active,0.08334281223774365
U300348,lapsed,0.26443532031141515
U300349,active,0.08356924326547444
U300350,active,0.08391961991224872
U300351,high_frequency,0.029416479061492695
U300352,high_frequency,0.02985754555567166
U300353,new,0.23071458292338445
U300354,active,0.08427989606300101
U300355,lapsed,0.2612640081343126
U300356,active,0.08267966634413104
U300357,active,0.08346248306704818
U300358,new,0.23071458292338445
U300359,high_frequency,0.02998924931875624
U300360,new,0.23071458292338445
U300361,lapsed,0.254226678603209
U300362,new,0.23071458292338445
U300363,active,0.08450779530458985
U300364,high_frequency,0.029553764549590356
U300365,new,0.23071458292338445
U300366,lapsed,0.260512264715834
U300367,active,0.0845091312500682
U300368,high_frequency,0.029148941198326672
U300369,active,0.08393683361845139
U300370,active,0.08394565604990778
U300371,high_frequency,0.02891733760385995
U300372,new,0.23071458292338445
U300373,active,0.0837039505408369
U300374,high_frequency,0.028885195812469955
U300375,active,0.08356769268518982
U300376,lapsed,0.259499112350133
U300377,high_frequency,0.029191223978497605
U300378,lapsed,0.259434147749791
U300379,high_frequency,0.02878728712302414
U300380,lapsed,0.26485169256116586
U300381,lapsed,0.26125914612979884
U300382,new,0.23196342468830272
U300383,high_frequency,0.02852253203999533
U300384,active,0.08294957563606398
U300385,active,0.0839603338592253
U300386,active,0.08371003636274554
U300387,active,0.08416147817876984
U300388,high_frequency,0.030357232243972687
U300389,lapsed,0.2606550988493712
U300390,active,0.08394271655119012
U300391,new,0.23071458292338445
U300392,lapsed,0.26174619244643144
U300393,lapsed,0.2605642057672042
U300394,high_frequency,0.030256126359079483
U300395,lapsed,0.26041935970000213
U300396,active,0.08341966789649757
U300397,lapsed,0.2645259748266598
U300398,new,0.23071458292338445
U300399,active,0.08317557885688798
U300400,lapsed,0.2658918491738505
U300401,lapsed,0.26440256146714647
U300402,high_frequency,0.02982186420987809
U300403,new,0.23071458292338445
U300404,high_frequency,0.028746793283698335
U300405,active,0.08356769268518982
U300406,new,0.23196342468830272
U300407,active,0.0839500628378741
U300408,lapsed,0.2618110698009629
U300409,active,0.08318209356990736
U300410,active,0.08428824297180049
U300411,high_frequency,0.029548711207413314
U300412,active,0.08309474847880127
U300413,high_frequency,0.028883518004450215
U300414,active,0.08335397970216274
U300415,new,0.23071458292338445
U300416,active,0.08371763634701335
U300417,lapsed,0.2643118982756626
U300418,active,0.08406292200213494
U300419,active,0.08405425848968096
U300420,lapsed,0.26251843622421667
U300421,high_frequency,0.030256126359079483
U300422,lapsed,0.25758752039675636
U300423,lapsed,0.26139580868043405
U300424,active,0.08307663613893557
U300425,lapsed,0.2572404841015746
U300426,lapsed,0.2603994986600896
U300427,new,0.23071458292338445
U300428,high_frequency,0.029686087416538554
U300429,active,0.08309803754943601
U300430,active,0.08331057120194474
U300431,active,0.08318209356990736
U300432,lapsed,0.2598929610857836
U300433,active,0.08308322683929237
U300434,lapsed,0.26468136761399363
U300435,active,0.08343704007803243
U300436,active,0.08407301442061055
U300437,active,0.08404748728972622
U300438,new,0.22759105381186867
U300439,new,0.23196342468830272
U300440,lapsed,0.2593103270188707
U300441,new,0.23196342468830272
U300442,lapsed,0.2655037130557307
U300443,high_frequency,0.02971758187480611
U300444,high_frequency,0.029184499645771855
U300445,new,0.23196342468830272
U300446,active,0.08309310347234244
U300447,lapsed,0.25386210495765005
U300448,active,0.0839559339619399
U300449,active,0.08333802140921909
U300450,high_frequency,0.029148941198326672
U300451,new,0.23196342468830272
U300452,high_frequency,0.029993419710054203
U300453,lapsed,0.2561928624508075
U300454,new,0.23071458292338445
U300455,active,0.08344177123431618
U300456,active,0.08295291948927519
U300457,high_frequency,0.03012350207404524
U300458,new,0.23071458292338445
U300459,high_frequency,0.030489944549935033
U300460,new,0.23196342468830272
U300461,active,0.08342756913535176
U300462,new,0.23071458292338445
U300463,high_frequency,0.029458826206618105
U300464,high_frequency,0.03062776961003255
U300465,active,0.08290741224825438
U300466,lapsed,0.2664806561896408
U300467,new,0.23071458292338445
U300468,lapsed,0.26155765153979804
U300469,active,0.08342124878312329
U300470,lapsed,0.2641762723842488
U300471,active,0.0839269919068315
U300472,lapsed,0.26131592592653835
U300473,active,0.0834813283849174
U300474,active,0.08345776453415266
U300475,active,0.08343388437550237
U300476,active,0.08316579732593232
U300477,active,0.0840679285098549
U300478,lapsed,0.2631456782647029
U300479,lapsed,0.26243174527038526
U300480,new,0.22759105381186867
U300481,lapsed,0.26455997397827535
U300482,new,0.23071458292338445
U300483,lapsed,0.26443532031141515
U300484,lapsed,0.25544420458429357
U300485,lapsed,0.26338710827912654
U300486,lapsed,0.25654004308855816
U300487,active,0.08356614178310862
U300488,high_frequency,0.03009195652051555
U300489,high_frequency,0.02985675096894569
U300490,active,0.08370475559471102
U300491,active,0.08329934331774758
U300492,high_frequency,0.029722639277911966
U300493,lapsed,0.26093948474426065
U300494,new,0.22759105381186867
U300495,active,0.08359270260131679
U300496,new,0.23196342468830272
U300497,active,0.0845051224016915
U300498,active,0.08383373770393465
U300499,new,0.23071458292338445
U300500,lapsed,0.2592892063147245
U300501,active,0.08448411507976017
U300502,high_frequency,0.028788963805384538
U300503,lapsed,0.2591154076545982
U300504,active,0.08359424797952708
U300505,active,0.08381176318735883
U300506,new,0.23071458292338445
U300507,active,0.0834750517362387
U300508,lapsed,0.2612311830547004
U300509,new,0.23071458292338445
U300510,lapsed,0.26260235212267674
U300511,active,0.08380876471036303
U300512,new,0.23071458292338445
U300513,new,0.22759105381186867
U300514,active,0.08382247927814479
U300515,lapsed,0.26604907010318585
U300516,active,0.08356459055925669
U300517,lapsed,0.26763075048376705
U300518,active,0.0828257760635831
U300519,active,0.08341966789649757
U300520,high_frequency,0.03075717514619425
U300521,high_frequency,0.029287704871694964
U300522,active,0.08283255393077948
U300523,active,0.08347348177330294
U300524,lapsed,0.2603804008205279
U300525,active,0.08345776453415266
U300526,active,0.08369000240049962
U300527,high_frequency,0.029150621893650364
U300528,lapsed,0.25921048205538727
U300529,high_frequency,0.028654006616229744
U300530,active,0.08427989606300101
U300531,lapsed,0.256153826852902
